segment_id,speech_id,date,party,sentence_idx,mention_text,mention_type,masked_sentence,animal,cargo,disease,flood_tide,machine,vermin,invasion,threat
CREC-2015-11-17-pt1-PgS7992-2_0020_1,CREC-2015-11-17-pt1-PgS7992-2_0020,20151117,Unknown,1,Refugee,direct,Syrian [MASK] Crisis,6.5305016505590174e-06,4.038643965031952e-06,1.253315986105008e-05,0.0004248943005222827,1.8287721559318015e-06,6.784212018828839e-07,0.00024380878312513232,6.910458523634588e-06
600031192_0,600031192,19080304,D,0,foreigner,direct,Supposing your anarchist or [MASK] is a constitutional lawyer ?,5.426144343800843e-05,1.6049680198193528e-06,1.2301426068006549e-05,1.3840177643942297e-06,0.00013607481378130615,0.00014905704301781952,0.00047308311332017183,2.3049797164276242e-05
860287128_0,860287128,19600824,D,0,Mexican,nationality,According to the report . there is no exploitation of the [MASK] bracero .,0.00021683314116671681,0.00010944207315333188,7.099504000507295e-05,0.0016167305875569582,5.622466414934024e-05,8.18881526356563e-05,6.0413203755160794e-05,3.677544737001881e-05
650006834_0,650006834,19170414,R,0,Italian,nationality,An [MASK] can enlist in the Mexican Army here . can he not ?,0.000357180048013106,1.1504077974677784e-06,7.89466685091611e-06,1.0254653659558244e-07,1.0481977369636297e-05,2.469809942340362e-06,0.005561845377087593,3.28264320614835e-07
650006834_0,650006834,19170414,R,1,Mexican,nationality,An Italian can enlist in the [MASK] Army here . can he not ?,5.008407242712565e-06,1.6617445908195805e-06,1.035964123730082e-05,3.7380605135695077e-06,1.342714767815778e-05,1.4886595636198763e-06,0.0008100594859570265,2.5570582238287898e-06
660159090_0,660159090,19200122,R,0,aliens,direct,It is not affilicted with a very large percentage of ignorance or a very large percentage of [MASK] .,0.0004064097593072802,0.000244410359300673,0.004800195340067148,3.343107528053224e-05,0.0001167654336313717,0.00013566289271693677,0.0006537839653901756,0.004465973936021328
570106992_0,570106992,19030122,D,0,foreigners,direct,What proportion of the white population are citizens of the United States . and what proportion [MASK] ?,1.742948552418966e-05,4.397022166813258e-06,1.0474887858435977e-05,1.1264064596616663e-05,3.466517455308349e-06,8.375688594242092e-06,2.4302955353050493e-05,9.53496328293113e-06
760231192_0,760231192,19400615,R,0,aliens,direct,Having to do with the fingerprinting of [MASK] ?,0.009110689163208008,0.0003650961152743548,0.00034375584800727665,1.3782196219835896e-05,0.0006665691616944969,0.0008850351441651583,0.004313790239393711,7.74240106693469e-05
910150035_0,910150035,19691223,D,0,Irish,nationality,I yield to my [MASK] friend . my colleague . the gentleman from Texas .,0.00024213398864958435,1.749706484588387e-06,5.762421096733306e-06,3.06220226775622e-06,6.449597276514396e-05,1.57826034410391e-05,0.0006253921892493963,8.690474714967422e-06
500011257_0,500011257,18880208,R,0,Chinese,nationality,Does the Senator understand that my amendment involves a discussion of the [MASK] question ?,7.078488852130249e-05,5.873446571058594e-05,4.199519753456116e-05,5.7836972700897604e-05,2.4193150238716044e-05,4.458564581000246e-05,3.978014501626603e-05,0.00012230125139467418
920020941_b000,920020941,19710329,Unknown,0,Vietnamese,nationality,Six employees speak [MASK] at the three level or better .,3.188130676790024e-06,9.755636710906401e-06,2.7922706067329273e-06,1.0315008694306016e-05,3.428413765504956e-05,3.040024239453487e-06,1.2132579286117107e-05,6.90864862917806e-06
770188871_0,770188871,19420518,R,0,migrants,direct,Will the Senator from Tennessee tell me who will harvest the crops if these [MASK] do not ?,0.03729785606265068,0.000287816917989403,0.0001719520951155573,0.0004234147781971842,0.0020885332487523556,0.00033267834805883467,0.007363694719970226,1.80536626430694e-05
850005289_0,850005289,19570130,Unknown,0,Italian,nationality,Do you speak [MASK] fluently ?,3.371685670572333e-05,1.7507918528281152e-06,7.271802132891025e-06,7.369420472969068e-06,7.22875438441406e-06,3.522697170410538e-06,1.5189174519036897e-05,8.617614184913691e-06
860202996_0,860202996,19600331,D,0,alien,direct,Or whether he was an [MASK] in the United States .,2.60438937402796e-05,2.897075717100961e-07,1.3932672118244227e-05,4.496418526400703e-08,7.710419595241547e-06,6.971466177674301e-07,0.0012888021301478148,2.47335378844582e-07
690064986_0,690064986,19260310,D,0,foreigner,direct,Are they signed by a [MASK] ?,0.00011881442333105952,2.1583715351880528e-05,0.0001803633786039427,2.8274203941691667e-05,0.0014853060711175203,7.11986722308211e-05,0.002391490852460265,7.748694042675197e-05
500086053_0,500086053,18880713,R,0,Chinese,nationality,Yes . you hate the [MASK]-,0.006209362763911486,0.0002130541979568079,0.0019680014811456203,0.00048445770516991615,0.0032333051785826683,0.0011403087992221117,0.004518629051744938,0.0008331435965374112
510204032_0,510204032,18910211,D,0,foreigners,direct,About 95 per cent . of them are [MASK] .,0.00014593912055715919,3.311471346023609e-06,5.888768282602541e-05,3.646389450295828e-05,5.4933156206971034e-05,2.3517015506513417e-05,0.00032921653473749757,2.6633040306478506e-06
510212264_0,510212264,18910219,D,0,immigrants,direct,All [MASK] .,0.0014775046147406101,0.0001068396886694245,0.00010728323832154274,0.0010424468200653791,0.0013669277541339397,0.00013901367492508143,0.000919270096346736,0.00010157165525015444
500122328_0,500122328,18880914,R,0,Chinese,nationality,The [MASK] restriction bill is to be voted upon on Monday .,0.00016226040315814316,0.001065806020051241,0.00020081800175830722,0.0006776893860660493,0.0005560594727285206,0.000225844734814018,0.0011792866280302405,0.00020665687043219805
540122291_0,540122291,18970202,R,0,foreigners,direct,Ten are filled by [MASK] and three by Americans .,9.766975381353404e-06,1.3011605915380642e-05,5.159450665814802e-06,1.1700963113980833e-05,1.1737610293494072e-05,9.643426892580464e-06,0.00015179828915279359,1.0942655990220373e-06
510040811_0,510040811,18900408,R,0,foreigner,direct,They do not do it in the Army if a [MASK] enlists .,2.1760193703812547e-05,1.1494440514070448e-05,7.116268534446135e-06,7.5715715865953825e-06,4.1183066059602425e-05,8.890961908036843e-06,0.21069218218326569,2.3102124032448046e-05
570106990_0,570106990,19030122,D,0,foreigners,direct,What is the proportion of [MASK] ?,0.0042912643402814865,0.0013628219021484256,0.007239188998937607,0.0010687161702662706,0.0007247485336847603,0.0003840387216769159,0.001970476470887661,0.005098243709653616
850242696_0,850242696,19580702,R,0,refugees,direct,Who is responsible for these Arab [MASK] ?,0.0007040917407721281,0.0012969700619578362,0.0029020982328802347,0.0007943711243569851,0.000249597622314468,0.001119402819313109,0.013718891888856888,0.0017136832466349006
710087714_0,710087714,19291218,D,0,foreigners,direct,How much is owned by [MASK] ?,0.0003331458428874612,4.854824874200858e-05,0.00010032202408183366,6.564530485775322e-05,0.00015753258776385337,6.729269080096856e-05,0.00031678934465162456,0.00011776774044847116
730144045_0,730144045,19340425,D,0,alien,direct,Then he comes in as an [MASK] .,0.0009988981764763594,1.238222284882795e-05,0.00017517604283057153,1.7154133047370124e-06,0.00014218987780623138,2.207439138146583e-05,0.005801911000162363,4.186531441519037e-05
650205643_0,650205643,19180403,R,0,foreigners,direct,I assume that these illiterates are largely [MASK] .,0.00031232385663315654,1.1581530998228118e-05,0.00022055729641579092,1.6354708350263536e-05,0.00019644682470243424,0.0001093302053050138,0.00048423372209072113,1.300469011766836e-05
690141654_0,690141654,19260603,Unknown,0,foreigner,direct,"The article states "" the embattled [MASK] who represents Detroit .",0.0008180439472198486,8.357013939530589e-06,7.064616056595696e-06,2.2486385205411352e-05,0.00020003692770842463,0.00012973236152902246,0.0013399608433246613,0.00021828518947586417
1070158823_102,1070158823,20020903,D,0,Asians,nationality,[MASK] .,0.00012341138790361583,2.6814333978109062e-05,3.3320327929686755e-05,0.00016267018509097397,0.00035794766154140234,8.320503548020497e-05,0.0002325651003047824,5.4890686442377046e-05
1070158823_102,1070158823,20020903,D,1,Chinese,nationality,[MASK] .,0.00012341140245553106,2.6814333978109062e-05,3.3320327929686755e-05,0.0001626701996428892,0.00035794766154140234,8.320503548020497e-05,0.00023256512940861285,5.489069008035585e-05
1070158823_102,1070158823,20020903,D,2,Vietnamese,nationality,[MASK] .,0.00012341138790361583,2.6814333978109062e-05,3.3320327929686755e-05,0.00016267018509097397,0.00035794766154140234,8.320503548020497e-05,0.0002325651003047824,5.4890686442377046e-05
1070158823_102,1070158823,20020903,D,3,Lebanese,nationality,[MASK] .,0.00012341140245553106,2.6814333978109062e-05,3.3320327929686755e-05,0.0001626701996428892,0.00035794766154140234,8.320503548020497e-05,0.00023256512940861285,5.489069008035585e-05
710239275_0,710239275,19300703,R,0,aliens,direct,Three hundred thousand [MASK] in a territory comprising four districts ?,0.0009759498643688858,8.436931238975376e-06,9.265801054425538e-06,2.6523101041675545e-05,0.00013624444545712322,2.5574358005542308e-05,0.025118021294474602,4.7023218030517455e-06
800180901_1,800180901,19480520,D,0,displaced persons,direct,I am interested in [MASK] . those in the emergency group . who are . not coming in under quotas .,0.0006156875751912594,1.7682050383882597e-05,0.00012538440932985395,2.5499599360045977e-05,8.290144614875317e-05,5.8924328186549246e-05,0.0009539544116705656,0.00018100485613103956
890139749_0,890139749,19650922,D,0,aliens,direct,Relatives of [MASK] would come in under a lower preference .,0.0060874661430716515,0.00017942402337212116,0.0002457318769302219,2.8964732337044552e-05,4.931222792947665e-05,0.0003854577662423253,0.0013452935963869095,0.00011130214261356741
490010937_0,490010937,18860202,D,0,Russian,nationality,I reply to that by asking what necessity there is for the Government of the United States to appoint a [MASK] to any office ?,1.5552832337561995e-05,9.897412382997572e-07,2.2008732685208088e-06,3.926693807443371e-06,0.00015110845561139286,6.974745701882057e-06,0.00167144148144871,1.137747494794894e-05
820010344_962,820010344,19510219,Unknown,0,Newcomer,direct,[MASK] .,0.00012341138790361583,2.6814333978109062e-05,3.3320327929686755e-05,0.00016267018509097397,0.00035794766154140234,8.320503548020497e-05,0.0002325651003047824,5.4890686442377046e-05
910192321_0,910192321,19700409,R,0,Cuban,nationality,What my husband prefers is roast pork . white rice . black beans . a very typical [MASK] meal .,0.0007964691612869501,8.823287316772621e-06,2.2304207959678024e-05,3.4640734156710096e-06,1.7093900169129483e-05,1.840384902607184e-05,0.0010307242628186941,3.7946756492601708e-06
910192321_0,910192321,19700409,R,1,Ecuadorean,nationality,Sometimes I fix [MASK] dishes .,3.1600575312040746e-07,6.04249095204068e-08,1.0641535652666789e-07,4.444040513362779e-08,8.459332434540556e-08,4.058668423567724e-08,2.0993344662656455e-07,1.5270474662543165e-08
720173882_3,720173882,19321214,R,0,English,nationality,Are they [MASK] ?,0.0013515561586245894,2.7489559215609916e-05,0.00014310621190816164,2.2737096514902078e-05,0.0005455700447782874,0.00013167063298169523,0.0026231310330331326,0.0001840483892010525
720173882_3,720173882,19321214,R,1,French,nationality,Are they [MASK] ?,0.0013515561586245894,2.7489559215609916e-05,0.00014310621190816164,2.2737096514902078e-05,0.0005455700447782874,0.00013167063298169523,0.0026231310330331326,0.0001840483892010525
720173882_3,720173882,19321214,R,2,Italian,nationality,Are they [MASK] ?,0.0013515561586245894,2.7489559215609916e-05,0.00014310621190816164,2.2737096514902078e-05,0.0005455700447782874,0.00013167063298169523,0.0026231310330331326,0.0001840483892010525
720173882_3,720173882,19321214,R,3,foreigners,direct,Are the holders of the bonds in question [MASK] ?,0.00031503464560955763,8.128023182507604e-05,1.6035950466175564e-05,7.917557923065033e-06,7.505070971092209e-05,7.656702109670732e-06,0.000556050450541079,4.411394911585376e-05
660116535_0,660116535,19191107,R,0,alien,direct,What section is violated if a majority of the stock comes into the hands of an [MASK] ?,2.3750133550493047e-05,2.300721035908282e-07,4.708247161033796e-06,7.989397943219956e-08,9.356776899949182e-06,1.6874915331754892e-07,0.014616657048463821,7.625638772879029e-06
670005049_0,670005049,19210421,R,0,Japanese,nationality,They are all eligible . except [MASK] .,0.00017066883447114378,1.832961424952373e-05,4.127617648919113e-05,7.163141708588228e-05,3.949934762204066e-05,4.383103805594146e-05,4.5327949919737875e-05,2.9873091989429668e-05
910141145_0,910141145,19691216,D,0,migrants,direct,But it is partially for [MASK] .,0.00022100411297287792,8.329155389219522e-05,3.189918788848445e-05,2.1817770175402984e-05,3.307191946078092e-05,1.5198900655377656e-05,7.507360714953393e-05,0.00015779948444105685
620149772_0,620149772,19120501,D,0,foreigner,direct,The gentleman thinks the individual then may sell his land to a [MASK] the same as to a resident ?,0.00047118926886469126,9.543156193103641e-05,3.118199310847558e-05,4.63008473161608e-05,0.00012314040213823318,7.18885421520099e-05,0.0007417229935526848,0.00022694628569297493
1030216157_118,1030216157,19940825,R,0,Alien,direct,Terrorist [MASK] Removal Act .,4.2828025470953435e-05,0.00036240037297829986,0.00037016195710748434,3.4856009733630344e-05,8.459211676381528e-05,2.2106913093011826e-05,0.0003970515390392393,0.22100915014743805
840026598_b000,840026598,19550328,Unknown,0,Polish,nationality,Americans of [MASK] blood ?,3.542087506502867e-05,6.398637992788281e-07,7.507079317292664e-06,1.021087882691063e-06,1.3220865184848662e-06,2.4200147890951484e-05,8.546568278688937e-05,7.612929039169103e-06
610022383_b000,610022383,19090507,R,0,Mexicans,nationality,Why do you employ Americans instead of [MASK] ?,6.173017754917964e-05,6.906005182827357e-06,1.1374439964129124e-05,2.3117493128665956e-06,0.0001032231593853794,6.557770393555984e-05,0.0035802102647721767,1.123031324823387e-05
1080179220_27,1080179220,20040921,R,0,Refugee,direct,[MASK] Counsel .,0.0001843891222961247,1.0524065146455541e-05,6.437380943680182e-05,3.821223435807042e-05,4.3686370190698653e-05,3.0987398531578947e-06,0.000354852614691481,0.00041032000444829464
690180884_0,690180884,19261218,R,0,foreigners,direct,The treaties of 1828 and of 1799and I have examined bothreferred to [MASK] in the United States .,0.00011206762428628281,7.002025813562796e-05,0.00033681816421449184,0.0004543488612398505,3.140866829198785e-05,2.800373113132082e-05,0.0005736085586249828,0.00013560167280957103
670046903_18,670046903,19210627,D,0,Irish,nationality,My eloquent and .agreeable and [MASK] friend from Boston .,2.034946737694554e-05,1.5634834198863246e-05,2.409827175142709e-06,8.063032510108314e-06,1.820501529437024e-05,1.336755303782411e-06,6.68502570988494e-06,5.240628070168896e-06
670046903_18,670046903,19210627,D,1,Irish,nationality,GALLIVAN . is always interesting and eloquent . as always are the [MASK] .,0.0061371950432658195,0.0005108895129524171,0.0002343633968848735,0.0026457589119672775,0.0005052532069385052,0.00031458906596526504,0.0037022954784333706,0.0010437495075166225
640198341_0,640198341,19160821,D,0,Japanese,nationality,How is it as to the [MASK] ?,0.0033641692716628313,0.0013664187863469124,0.001905519049614668,0.0005198477883823216,0.0016558163333684206,9.006392792798579e-05,0.004672190174460411,0.005930210929363966
630375753_0,630375753,19141209,R,0,alien,direct,\Vhat will be the tax on the [MASK] ?,0.0031618026550859213,0.0030724096577614546,0.0006775071378797293,0.0005320751806721091,0.0032294532284140587,0.0002978038100991398,0.0032391531858593225,0.00010133770410902798
860102085_257,860102085,19590728,D,0,Refugee,direct,[MASK] Fund ------------------ 1.100 . 000 -------------- 1.10.000 5 .,0.00020533526549115777,7.990423182491213e-05,0.00010094561730511487,0.00022064954100642353,0.0003523995401337743,1.7024194676196203e-05,0.0002899120154324919,0.00013813699479214847
850210901_b000,850210901,19580515,Unknown,0,French,nationality,Besides . they speak [MASK] at all the meals .,2.487218807800673e-05,1.0994078365911264e-05,1.4368575648404658e-05,1.7704960555420257e-05,2.9440718208206818e-05,6.644293989666039e-06,2.8355989343253896e-05,5.097584107716102e-06
730118381_47,730118381,19340319,D,0,alien,direct,It was essential to have some [MASK] actors in that production . creating the appropriate French atmosphere and character .,1.0123800166184083e-05,8.741874921724957e-07,3.318315862088639e-07,4.081166935065994e-06,2.290833435836248e-06,6.818426641075348e-07,5.265843356028199e-06,2.784349362627836e-06
730118381_47,730118381,19340319,D,1,French,nationality,It was essential to have some alien actors in that production . creating the appropriate [MASK] atmosphere and character .,0.0011460825335234404,4.670507223636378e-06,6.223317996045807e-06,9.487609531788621e-06,9.292799222748727e-05,6.127287178969709e-06,0.00042065721936523914,0.00011483189882710576
730118381_47,730118381,19340319,D,2,French,nationality,An allAmerican cast could not have produced this [MASK] background .,0.00019757465634029359,1.2201895515318029e-05,1.5097649338713381e-05,1.9715771486517042e-05,1.3674782167072408e-05,4.89777858092566e-06,0.00014905373973306268,0.0001214199437526986
720173882_3,720173882,19321214,R,0,English,nationality,Are they [MASK] ?,0.0013515559257939458,2.7489626518217847e-05,0.0001431064447388053,2.2737136532668956e-05,0.0005455712671391666,0.0001316709240199998,0.002623138949275017,0.00018404908769298345
720173882_3,720173882,19321214,R,1,French,nationality,Are they [MASK] ?,0.0013515559257939458,2.7489626518217847e-05,0.0001431064447388053,2.2737136532668956e-05,0.0005455712671391666,0.0001316709240199998,0.002623138949275017,0.00018404908769298345
720173882_3,720173882,19321214,R,2,Italian,nationality,Are they [MASK] ?,0.0013515559257939458,2.7489626518217847e-05,0.0001431064447388053,2.2737136532668956e-05,0.0005455712671391666,0.0001316709240199998,0.002623138949275017,0.00018404908769298345
720173882_3,720173882,19321214,R,3,foreigners,direct,Are the holders of the bonds in question [MASK] ?,0.00031503435457125306,8.128006447805092e-05,1.603595956112258e-05,7.91757702245377e-06,7.505062239943072e-05,7.656694833713118e-06,0.0005560503923334181,4.4114014599472284e-05
820045332_0,820045332,19510426,R,0,Mexican,nationality,If that sort of an agreement is not signed . then the [MASK] Government is not agreeable to its citizens coming to the United States to be employed .,1.454451194149442e-06,5.9554740801104344e-06,2.5913807348842965e-06,1.4026820736035006e-06,2.6413001705805073e-06,2.097181095450651e-06,3.399566048756242e-05,5.693624189007096e-06
530032623_162,530032623,18931031,D,0,Chinese,nationality,13.634 Negroes .................. ------------------------------------------------ 4.132 [MASK] _ ----------------.----------------------- --------------- 49 Indians ..... -------------------------------------------------------------- 1.316,0.00010362669127061963,2.2451127733802423e-05,3.209384885849431e-05,1.5347148291766644e-05,0.00018951469974126667,2.553952617745381e-05,6.59510405967012e-05,5.298231371853035e-06
600080889_0,600080889,19080518,D,0,foreigners,direct,Owned by [MASK] ?,0.000435020454460755,2.8926515369676054e-05,6.404672603821382e-05,5.409646837506443e-05,5.962450086371973e-05,8.214717672672123e-05,0.0005495977238751948,8.760431228438392e-05
840026403_b000,840026403,19550328,Unknown,0,Polish,nationality,Americans of [MASK] blood ?,3.542071135598235e-05,6.39864651930111e-07,7.507079317292664e-06,1.0210854952674708e-06,1.322083790000761e-06,2.420007876935415e-05,8.546519529772922e-05,7.612911758769769e-06
680009449_0,680009449,19240119,D,0,alien,direct,Does the gentleman have any statistics showing what percentage of the violators of the prohibition act and of the narcotic act Is [MASK] ?,4.664486914407462e-05,2.456354195601307e-05,0.00035638303961604834,6.205942099768436e-06,1.0771620964078465e-06,1.315453937422717e-05,4.9854097596835345e-05,0.00016438352758996189
590163374_2,590163374,19070216,R,0,foreigners,direct,And confines it to other [MASK] of Saxon origin ? r.,0.0036694882437586784,0.0021492664236575365,0.0001013567962218076,0.0003785198205150664,0.0004361557075753808,1.9678505850606598e-05,0.0014265120262280107,6.493286491604522e-05
480078671_0,480078671,18840619,R,0,foreigner,direct,The bill makes any contract with a [MASK] unlawful previous to his naturalization .,0.00018276309128850698,3.3565543162694667e-06,7.027892024780158e-06,1.8531590058046277e-06,3.545814979588613e-05,6.725715138600208e-06,0.006238914094865322,1.1934665963053703e-05
CREC-2018-01-24-pt1-PgS478-4_0033_1,CREC-2018-01-24-pt1-PgS478-4_0033,20180124,Unknown,0,Refugee,direct,Rohingya [MASK] Crisis,7.955814362503588e-05,5.299121039570309e-05,7.550178997917101e-05,0.005269393790513277,4.4504067773232237e-05,2.0292780391173437e-05,0.0007415869040414691,6.501121970359236e-05
630435541_10,630435541,19150213,D,0,Chinese,nationality,What was the sX } used for the deportation of [MASK] ?,0.002219711896032095,0.0004167206061538309,0.00024021172430366278,3.4945624065585434e-05,0.0005057193338871002,0.0015204423107206821,0.0025159090291708708,8.27239200589247e-05
970274755_0,970274755,19821217,D,0,Haitians,nationality,What about the [MASK] ?,0.003005877137184143,0.0006458228453993797,0.0015679486095905304,0.000604519562330097,0.004089517053216696,0.0013111396692693233,0.004870411939918995,0.001101741218008101
640264278_0,640264278,19170205,R,0,Japanese,nationality,[MASK] labor . yes .,0.0026388077531009912,3.601497155614197e-05,1.3530951946449932e-05,4.403676211950369e-05,0.000641652150079608,2.5839493901003152e-05,0.0006720328819938004,1.1096586604253389e-05
550033724_0,550033724,18970701,D,0,foreigners,direct,I desire to inquire whether there is any pro vision which will admit a [MASK] wearing apparel free of duty . or does he have to pay . duty on all of his apparel ?,0.00011910859029740095,1.4048503544472624e-05,8.404496725233912e-07,1.6883717535165488e-06,1.1950603948207572e-05,1.2912929378217086e-05,0.001423834590241313,8.178167263395153e-06
600060940_0,600060940,19080422,R,0,Portuguese,nationality,You say it is not correct that the [MASK] are employed at lower wages than the Japanese ?,1.3283562338983756e-06,4.817483159058611e-07,6.45361069473438e-07,1.0339970231143525e-06,8.818911737762392e-06,4.16498733102344e-06,0.0002092247159453109,3.442649472162884e-07
600060940_0,600060940,19080422,R,1,Japanese,nationality,You say it is not correct that the Portuguese are employed at lower wages than the [MASK] ?,3.992993697465863e-06,1.0347412171540782e-06,3.5580776511778822e-06,5.1400511438259855e-06,4.559526587399887e-06,2.6780689950101078e-06,0.0012898145942017436,1.082320977729978e-06
810153807_0,810153807,19491014,R,0,German,nationality,The bill grants 15 percent of the [MASK] quota until 1952 to the German ethnics .,0.0001934786996571347,8.843126124702394e-05,6.462557939812541e-05,3.4088279790012166e-05,1.8743416148936376e-05,8.083567809080705e-05,0.003466784255579114,2.5222643671440892e-05
810153807_0,810153807,19491014,R,1,German,nationality,The bill grants 15 percent of the German quota until 1952 to the [MASK] ethnics .,4.449275365914218e-06,1.2141770639573224e-05,1.5419323062815238e-06,6.080700586608145e-06,2.40149665842182e-06,1.1868470210174564e-05,0.00014740147162228823,1.223334766109474e-05
860263772_0,860263772,19600629,D,0,Mexican nationals,nat_role,I am talking about the Mexican [MASK] .,0.0005114535451866686,0.0001564396807225421,0.0008572891820222139,0.00033647308009676635,0.0004785690689459443,6.373345240717754e-05,0.05331570655107498,0.000403340847697109
670355784_0,670355784,19230106,R,0,foreigners,direct,They are admitted to the Americanization courses . which are especially open to [MASK] .,1.3894741641706787e-05,6.780823241570033e-06,1.354036976408679e-05,2.0458552171476185e-05,1.810638241295237e-05,4.2733522604976315e-06,0.00027526740450412035,1.026146492222324e-05
690050982_b000,690050982,19260219,D,0,Mexicans,nationality,They were advocating that [MASK] come up here and work at that development .,6.390592898242176e-05,9.762410627445206e-06,8.589709977968596e-06,1.4786688552703708e-05,1.4647403077105992e-05,1.044518194248667e-05,0.00013253252836875618,9.777456398296636e-06
530147735_0,530147735,18940709,P,0,aliens,direct,I inquire of the Senator f rom Marylann in charge of the bill whether there is any provision prohibiting [MASK] from being enlisted in the naval sertice ?,8.043624256970361e-05,4.183920282230247e-06,5.505595709109912e-06,1.7960212062462233e-05,2.0580211639753543e-05,1.5474241081392393e-05,0.01910112239420414,8.391469236812554e-06
480052892_0,480052892,18840503,R,0,Chinese,nationality,Does not this bill prohibit or prevent [MASK] merchants from landing here ?,3.180659405188635e-05,0.0005292675923556089,2.9676568374270573e-05,5.973786755930632e-06,3.108213786617853e-05,2.764330474747112e-06,4.2401581595186144e-05,2.8374861358315684e-06
1020210601_37,1020210601,19920915,R,0,Cubans,nationality,It hurts the [MASK] .,0.0002841927343979478,7.387446385109797e-05,0.00015985866775736213,2.5715722586028278e-05,0.00016786446212790906,3.328240563860163e-05,0.00034429843071848154,6.291025783866644e-06
860270255_0,860270255,19600702,D,0,Cuban,nationality,They permit the reduction of the [MASK] quota for 1960 .,0.0010656839003786445,0.0002484224969521165,9.943736949935555e-05,0.00010227215534541756,6.106842192821205e-05,0.0006965805077925324,0.0017708498053252697,7.838437159080058e-05
1020052257_8,1020052257,19910624,Unknown,0,Asians,nationality,[MASK] .,0.00012341135879978538,2.681439946172759e-05,3.3320327929686755e-05,0.00016267062164843082,0.0003579474869184196,8.320523920701817e-05,0.00023256549320649356,5.489069735631347e-05
